Mod:Item:MetaData, Localized Name
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Refined Obsidian Hand Guard
tconstruct:hand_guard:0, Refined Glowstone Hand Guard
tconstruct:hand_guard:0, Osmium Hand Guard
tconstruct:hand_guard:0, Manasteel Hand Guard
tconstruct:hand_guard:0, Terrasteel Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Gaia Spirit Hand Guard
tconstruct:hand_guard:0, Yellorium Hand Guard
tconstruct:hand_guard:0, Cyanite Hand Guard
tconstruct:hand_guard:0, Blutonium Hand Guard
tconstruct:hand_guard:0, Ludicrite Hand Guard
tconstruct:hand_guard:0, Quartz Enriched Iron Hand Guard
tconstruct:hand_guard:0, Draconium Hand Guard
tconstruct:hand_guard:0, Wyvern Draconium Hand Guard
tconstruct:hand_guard:0, Awakened Draconium Hand Guard
tconstruct:hand_guard:0, Chaotic Draconium Hand Guard
tconstruct:hand_guard:0, Psimetal Hand Guard
tconstruct:hand_guard:0, Psigem Hand Guard
tconstruct:hand_guard:0, Ivory Psimetal Hand Guard
tconstruct:hand_guard:0, Ebony Psimetal Hand Guard
tconstruct:hand_guard:0, Dark Matter Hand Guard
tconstruct:hand_guard:0, Red Matter Hand Guard
tconstruct:hand_guard:0, Fluxed Electrum Hand Guard
tconstruct:hand_guard:0, Refined Iron Hand Guard
tconstruct:hand_guard:0, Tungsten Hand Guard
tconstruct:hand_guard:0, Titanium Hand Guard
tconstruct:hand_guard:0, Chrome Hand Guard
tconstruct:hand_guard:0, Advanced Alloy Hand Guard
tconstruct:hand_guard:0, Ruby Hand Guard
tconstruct:hand_guard:0, Sapphire Hand Guard
tconstruct:hand_guard:0, Peridot Hand Guard
tconstruct:hand_guard:0, Yellow Garnet Hand Guard
tconstruct:hand_guard:0, Red Garnet Hand Guard
tconstruct:hand_guard:0, Rubber Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Crystal Hand Guard
tconstruct:hand_guard:0, Malachite Hand Guard
tconstruct:hand_guard:0, Amber Hand Guard
tconstruct:hand_guard:0, Topaz Hand Guard
tconstruct:hand_guard:0, Tanzanite Hand Guard
tconstruct:hand_guard:0, Amethyst Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Crystal Hand Guard
tconstruct:hand_guard:0, Aluminium Hand Guard
tconstruct:hand_guard:0, Manganese Hand Guard
tconstruct:hand_guard:0, Molybdenum Hand Guard
tconstruct:hand_guard:0, Neodymium Hand Guard
tconstruct:hand_guard:0, Darmstadtium Hand Guard
tconstruct:hand_guard:0, Palladium Hand Guard
tconstruct:hand_guard:0, Thorium Hand Guard
tconstruct:hand_guard:0, Uranium Hand Guard
tconstruct:hand_guard:0, Uranium-235 Hand Guard
tconstruct:hand_guard:0, Magnalium Hand Guard
tconstruct:hand_guard:0, Stainless Steel Hand Guard
tconstruct:hand_guard:0, Ultimet Hand Guard
tconstruct:hand_guard:0, Wrought Iron Hand Guard
tconstruct:hand_guard:0, Osmiridium Hand Guard
tconstruct:hand_guard:0, Sterling Siver Hand Guard
tconstruct:hand_guard:0, Rose Gold Hand Guard
tconstruct:hand_guard:0, Black Bronze Hand Guard
tconstruct:hand_guard:0, Bismuth Bronze Hand Guard
tconstruct:hand_guard:0, Black Steel Hand Guard
tconstruct:hand_guard:0, Red Steel Hand Guard
tconstruct:hand_guard:0, Blue Steel Hand Guard
tconstruct:hand_guard:0, Damascus Steel Hand Guard
tconstruct:hand_guard:0, Tungstensteel Hand Guard
tconstruct:hand_guard:0, Cobalt Brass Hand Guard
tconstruct:hand_guard:0, Tungsten Carbide Hand Guard
tconstruct:hand_guard:0, Vanadiumsteel Hand Guard
tconstruct:hand_guard:0, HSS-G Hand Guard
tconstruct:hand_guard:0, HSS-E Hand Guard
tconstruct:hand_guard:0, HSS-S Hand Guard
tconstruct:hand_guard:0, Naquadah Hand Guard
tconstruct:hand_guard:0, Naquadah Alloy Hand Guard
tconstruct:hand_guard:0, Enriched Naquadah Hand Guard
tconstruct:hand_guard:0, Tritanium Hand Guard
tconstruct:hand_guard:0, Duranium Hand Guard
tconstruct:hand_guard:0, Neutronium Hand Guard
tconstruct:hand_guard:0, Blue Topaz Hand Guard
tconstruct:hand_guard:0, Green Sapphire Hand Guard
tconstruct:hand_guard:0, Olivine Hand Guard
tconstruct:hand_guard:0, Opal Hand Guard
tconstruct:hand_guard:0, Red Garnet Hand Guard
tconstruct:hand_guard:0, Yellow Garnet Hand Guard
tconstruct:hand_guard:0, Vinteum Hand Guard
tconstruct:hand_guard:0, Tiberium Hand Guard
tconstruct:hand_guard:0, Aurorium Hand Guard
tconstruct:hand_guard:0, Prometheum Hand Guard
tconstruct:hand_guard:0, Duranite Hand Guard
tconstruct:hand_guard:0, Valyrium Hand Guard
tconstruct:hand_guard:0, Vibranium Hand Guard
tconstruct:hand_guard:0, Terrax Hand Guard
tconstruct:hand_guard:0, Uru Hand Guard
tconstruct:hand_guard:0, Eezo Hand Guard
tconstruct:hand_guard:0, Basalt Hand Guard
tconstruct:hand_guard:0, Triberium Hand Guard
tconstruct:hand_guard:0, Fractum Hand Guard
tconstruct:hand_guard:0, Violium Hand Guard
tconstruct:hand_guard:0, Proxii Hand Guard
tconstruct:hand_guard:0, Tritonite Hand Guard
tconstruct:hand_guard:0, Ignitz Hand Guard
tconstruct:hand_guard:0, Imperomite Hand Guard
tconstruct:hand_guard:0, Solarium Hand Guard
tconstruct:hand_guard:0, Nihilite Hand Guard
tconstruct:hand_guard:0, Adamant Hand Guard
tconstruct:hand_guard:0, Dyonite Hand Guard
tconstruct:hand_guard:0, Nucleum Hand Guard
tconstruct:hand_guard:0, Lumix Hand Guard
tconstruct:hand_guard:0, Seismum Hand Guard
tconstruct:hand_guard:0, Astrium Hand Guard
tconstruct:hand_guard:0, Niob Hand Guard
tconstruct:hand_guard:0, Yrdeen Hand Guard
tconstruct:hand_guard:0, Meteorite Hand Guard
tconstruct:hand_guard:0, Obsidiorite Hand Guard
tconstruct:hand_guard:0, Qivium Hand Guard
tconstruct:hand_guard:0, Lavium Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Aluminum Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Crystal Hand Guard
tconstruct:hand_guard:0, Mirion Hand Guard
tconstruct:hand_guard:0, Livingwood Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Bloodwood Hand Guard
tconstruct:hand_guard:0, Fusewood Hand Guard
tconstruct:hand_guard:0, Ghostwood Hand Guard
tconstruct:hand_guard:0, Darkwood Hand Guard
tconstruct:hand_guard:0, Emerald Hand Guard
tconstruct:cross_guard:0, Electrical Cross Guard
tconstruct:cross_guard:0, Energetic Cross Guard
tconstruct:cross_guard:0, Vibrant Cross Guard
tconstruct:cross_guard:0, Red Cross Guard
tconstruct:cross_guard:0, Conductive Cross Guard
tconstruct:cross_guard:0, Pulsating Cross Guard
tconstruct:cross_guard:0, Dark Cross Guard
tconstruct:cross_guard:0, Souled Cross Guard
tconstruct:cross_guard:0, Cross Guard of the End
tconstruct:cross_guard:0, Fake-Iron Cross Guard
tconstruct:cross_guard:0, Ghostwood Cross Guard
tconstruct:cross_guard:0, Bloodwood Cross Guard
tconstruct:cross_guard:0, Darkwood Cross Guard
tconstruct:cross_guard:0, Fusewood Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Treated Wood Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, Shadowium Cross Guard
tconstruct:cross_guard:0, Orichalcos Cross Guard
tconstruct:cross_guard:0, Prosperity Shard Cross Guard
tconstruct:cross_guard:0, Soulium Cross Guard
tconstruct:cross_guard:0, Base Essence Cross Guard
tconstruct:cross_guard:0, Inferium Cross Guard
tconstruct:cross_guard:0, Prudentium Cross Guard
tconstruct:cross_guard:0, Intermedium Cross Guard
tconstruct:cross_guard:0, Superium Cross Guard
tconstruct:cross_guard:0, Supremium Cross Guard
tconstruct:cross_guard:0, Plastic Cross Guard
tconstruct:cross_guard:0, Pink Slime Cross Guard
tconstruct:cross_guard:0, Reinforced Pink Slime Cross Guard
tconstruct:cross_guard:0, Gold Cross Guard
tconstruct:cross_guard:0, Quartz Cross Guard
tconstruct:cross_guard:0, Diamond Cross Guard
tconstruct:cross_guard:0, Emerald Cross Guard
tconstruct:cross_guard:0, Tin Cross Guard
tconstruct:cross_guard:0, Zinc Cross Guard
tconstruct:cross_guard:0, Brass Cross Guard
tconstruct:cross_guard:0, Nickel Cross Guard
tconstruct:cross_guard:0, Aluminum Cross Guard
tconstruct:cross_guard:0, Aluminum Brass Cross Guard
tconstruct:cross_guard:0, Fairy Cross Guard
tconstruct:cross_guard:0, Pokefennium Cross Guard
tconstruct:cross_guard:0, Red Aurum Cross Guard
tconstruct:cross_guard:0, Drulloy Cross Guard
tconstruct:cross_guard:0, Alumite Cross Guard
tconstruct:cross_guard:0, Enderium Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, Mithril Cross Guard
tconstruct:cross_guard:0, Signalum Cross Guard
tconstruct:cross_guard:0, Lumium Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Refined Obsidian Cross Guard
tconstruct:cross_guard:0, Refined Glowstone Cross Guard
tconstruct:cross_guard:0, Osmium Cross Guard
tconstruct:cross_guard:0, Manasteel Cross Guard
tconstruct:cross_guard:0, Terrasteel Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Gaia Spirit Cross Guard
tconstruct:cross_guard:0, Yellorium Cross Guard
tconstruct:cross_guard:0, Cyanite Cross Guard
tconstruct:cross_guard:0, Blutonium Cross Guard
tconstruct:cross_guard:0, Ludicrite Cross Guard
tconstruct:cross_guard:0, Quartz Enriched Iron Cross Guard
tconstruct:cross_guard:0, Draconium Cross Guard
tconstruct:cross_guard:0, Wyvern Draconium Cross Guard
tconstruct:cross_guard:0, Awakened Draconium Cross Guard
tconstruct:cross_guard:0, Chaotic Draconium Cross Guard
tconstruct:cross_guard:0, Psimetal Cross Guard
tconstruct:cross_guard:0, Psigem Cross Guard
tconstruct:cross_guard:0, Ivory Psimetal Cross Guard
tconstruct:cross_guard:0, Ebony Psimetal Cross Guard
tconstruct:cross_guard:0, Dark Matter Cross Guard
tconstruct:cross_guard:0, Red Matter Cross Guard
tconstruct:cross_guard:0, Fluxed Electrum Cross Guard
tconstruct:cross_guard:0, Refined Iron Cross Guard
tconstruct:cross_guard:0, Tungsten Cross Guard
tconstruct:cross_guard:0, Titanium Cross Guard
tconstruct:cross_guard:0, Chrome Cross Guard
tconstruct:cross_guard:0, Advanced Alloy Cross Guard
tconstruct:cross_guard:0, Ruby Cross Guard
tconstruct:cross_guard:0, Sapphire Cross Guard
tconstruct:cross_guard:0, Peridot Cross Guard
tconstruct:cross_guard:0, Yellow Garnet Cross Guard
tconstruct:cross_guard:0, Red Garnet Cross Guard
tconstruct:cross_guard:0, Rubber Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Crystal Cross Guard
tconstruct:cross_guard:0, Malachite Cross Guard
tconstruct:cross_guard:0, Amber Cross Guard
tconstruct:cross_guard:0, Topaz Cross Guard
tconstruct:cross_guard:0, Tanzanite Cross Guard
tconstruct:cross_guard:0, Amethyst Cross Guard
tconstruct:cross_guard:0, Lumium Cross Guard
tconstruct:cross_guard:0, Signalum Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Enderium Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Crystal Cross Guard
tconstruct:cross_guard:0, Aluminium Cross Guard
tconstruct:cross_guard:0, Manganese Cross Guard
tconstruct:cross_guard:0, Molybdenum Cross Guard
tconstruct:cross_guard:0, Neodymium Cross Guard
tconstruct:cross_guard:0, Darmstadtium Cross Guard
tconstruct:cross_guard:0, Palladium Cross Guard
tconstruct:cross_guard:0, Thorium Cross Guard
tconstruct:cross_guard:0, Uranium Cross Guard
tconstruct:cross_guard:0, Uranium-235 Cross Guard
tconstruct:cross_guard:0, Magnalium Cross Guard
tconstruct:cross_guard:0, Stainless Steel Cross Guard
tconstruct:cross_guard:0, Ultimet Cross Guard
tconstruct:cross_guard:0, Wrought Iron Cross Guard
tconstruct:cross_guard:0, Osmiridium Cross Guard
tconstruct:cross_guard:0, Sterling Siver Cross Guard
tconstruct:cross_guard:0, Rose Gold Cross Guard
tconstruct:cross_guard:0, Black Bronze Cross Guard
tconstruct:cross_guard:0, Bismuth Bronze Cross Guard
tconstruct:cross_guard:0, Black Steel Cross Guard
tconstruct:cross_guard:0, Red Steel Cross Guard
tconstruct:cross_guard:0, Blue Steel Cross Guard
tconstruct:cross_guard:0, Damascus Steel Cross Guard
tconstruct:cross_guard:0, Tungstensteel Cross Guard
tconstruct:cross_guard:0, Cobalt Brass Cross Guard
tconstruct:cross_guard:0, Tungsten Carbide Cross Guard
tconstruct:cross_guard:0, Vanadiumsteel Cross Guard
tconstruct:cross_guard:0, HSS-G Cross Guard
tconstruct:cross_guard:0, HSS-E Cross Guard
tconstruct:cross_guard:0, HSS-S Cross Guard
tconstruct:cross_guard:0, Naquadah Cross Guard
tconstruct:cross_guard:0, Naquadah Alloy Cross Guard
tconstruct:cross_guard:0, Enriched Naquadah Cross Guard
tconstruct:cross_guard:0, Tritanium Cross Guard
tconstruct:cross_guard:0, Duranium Cross Guard
tconstruct:cross_guard:0, Neutronium Cross Guard
tconstruct:cross_guard:0, Blue Topaz Cross Guard
tconstruct:cross_guard:0, Green Sapphire Cross Guard
tconstruct:cross_guard:0, Olivine Cross Guard
tconstruct:cross_guard:0, Opal Cross Guard
tconstruct:cross_guard:0, Red Garnet Cross Guard
tconstruct:cross_guard:0, Yellow Garnet Cross Guard
tconstruct:cross_guard:0, Vinteum Cross Guard
tconstruct:cross_guard:0, Tiberium Cross Guard
tconstruct:cross_guard:0, Aurorium Cross Guard
tconstruct:cross_guard:0, Prometheum Cross Guard
tconstruct:cross_guard:0, Duranite Cross Guard
tconstruct:cross_guard:0, Valyrium Cross Guard
tconstruct:cross_guard:0, Vibranium Cross Guard
tconstruct:cross_guard:0, Terrax Cross Guard
tconstruct:cross_guard:0, Uru Cross Guard
tconstruct:cross_guard:0, Eezo Cross Guard
tconstruct:cross_guard:0, Basalt Cross Guard
tconstruct:cross_guard:0, Triberium Cross Guard
tconstruct:cross_guard:0, Fractum Cross Guard
tconstruct:cross_guard:0, Violium Cross Guard
tconstruct:cross_guard:0, Proxii Cross Guard
tconstruct:cross_guard:0, Tritonite Cross Guard
tconstruct:cross_guard:0, Ignitz Cross Guard
tconstruct:cross_guard:0, Imperomite Cross Guard
tconstruct:cross_guard:0, Solarium Cross Guard
tconstruct:cross_guard:0, Nihilite Cross Guard
tconstruct:cross_guard:0, Adamant Cross Guard
tconstruct:cross_guard:0, Dyonite Cross Guard
tconstruct:cross_guard:0, Nucleum Cross Guard
tconstruct:cross_guard:0, Lumix Cross Guard
tconstruct:cross_guard:0, Seismum Cross Guard
tconstruct:cross_guard:0, Astrium Cross Guard
tconstruct:cross_guard:0, Niob Cross Guard
tconstruct:cross_guard:0, Yrdeen Cross Guard
tconstruct:cross_guard:0, Meteorite Cross Guard
tconstruct:cross_guard:0, Obsidiorite Cross Guard
tconstruct:cross_guard:0, Qivium Cross Guard
tconstruct:cross_guard:0, Lavium Cross Guard
tconstruct:cross_guard:0, Enderium Cross Guard
tconstruct:cross_guard:0, Signalum Cross Guard
tconstruct:cross_guard:0, Lumium Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Aluminum Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Crystal Cross Guard
tconstruct:cross_guard:0, Mirion Cross Guard
tconstruct:cross_guard:0, Livingwood Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Bloodwood Cross Guard
tconstruct:cross_guard:0, Fusewood Cross Guard
tconstruct:cross_guard:0, Ghostwood Cross Guard
tconstruct:cross_guard:0, Darkwood Cross Guard
tconstruct:cross_guard:0, Emerald Cross Guard
tconstruct:large_plate:0, Electrical Large Plate
tconstruct:large_plate:0, Energetic Large Plate
tconstruct:large_plate:0, Vibrant Large Plate
tconstruct:large_plate:0, Red Large Plate
tconstruct:large_plate:0, Conductive Large Plate
tconstruct:large_plate:0, Pulsating Large Plate
tconstruct:large_plate:0, Dark Large Plate
tconstruct:large_plate:0, Souled Large Plate
tconstruct:large_plate:0, Large Plate of the End
tconstruct:large_plate:0, Fake-Iron Large Plate
tconstruct:large_plate:0, Ghostwood Large Plate
tconstruct:large_plate:0, Bloodwood Large Plate
tconstruct:large_plate:0, Darkwood Large Plate
tconstruct:large_plate:0, Fusewood Large Plate
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Treated Wood Large Plate
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:large_plate:0, Shadowium Large Plate
tconstruct:large_plate:0, Orichalcos Large Plate
tconstruct:large_plate:0, Prosperity Shard Large Plate
tconstruct:large_plate:0, Soulium Large Plate
tconstruct:large_plate:0, Base Essence Large Plate
tconstruct:large_plate:0, Inferium Large Plate
tconstruct:large_plate:0, Prudentium Large Plate
tconstruct:large_plate:0, Intermedium Large Plate
